Date,Oil,Coal,Gas,Elec,GSCI,VIX,STOXX,AAA,BAA,Diff_BAA_AAA,ECB_Spot_3M,eua07,eua07_vol,eua08,eua08_vol,eua09,eua09_vol,eua10,eua10_vol,eua11,eua11_vol,eua12,eua12_vol,eua13,eua13_vol,eua14,eua14_vol,eua15,eua15_vol,eua16,eua16_vol,eua17,eua17_vol,eua18,eua18_vol,eua19,eua19_vol,eua20,eua20_vol,eua21,eua21_vol,eua22,eua22_vol
20071211,89.99,128,24.598,53.49,584.371,23.59,373.55,5.46,6.61,1.15,3.847634,0.03,220,22.51,2914,23.06,107,23.63,230,24.23,230,25.02,1080,,,,,,,,,,,,,,,,,,,,
20071212,94.02,128.2,24.607,53.21,605.313,22.47,374.75,5.51,6.68,1.17,3.828278,0.03,95,22.7,3635,23.22,855,23.81,135,24.4,106,25.22,745,,,,,,,,,,,,,,,,,,,,
20071213,92.12,128.5,25.415,52.34,596.788,22.56,365.61,5.59,6.76,1.17,3.824838,0.03,262,22.8,2366,23.35,197,23.92,30,24.53,90,25.32,135,,,,,,,,,,,,,,,,,,,,
20071214,92.67,128.2,25.675,51.19,594.473,23.27,367.24,5.64,6.79,1.15,3.825183,0.03,236,22.65,2602,23.17,390,23.75,125,24.37,245,25.16,405,,,,,,,,,,,,,,,,,,,,
20071217,91.29,128.1,25.31,50.86,591.427,24.52,360.83,5.6,6.75,1.15,3.820452,0.01,1310,22.35,1760,22.87,161,23.45,10,24.03,50,24.83,40,,,,,,,,,,,,,,,,,,,,
20071218,90.12,128.1,25.044,52.55,587.145,22.64,360.43,5.52,6.66,1.14,3.783363,,,22.6,2667,23.14,133,23.72,475,24.32,120,25.09,145,,,,,,,,,,,,,,,,,,,,
20071219,91.48,127.5,24.193,51.86,593.941,21.68,358.74,5.46,6.6,1.14,3.795415,,,22.45,2746,22.99,308,23.58,51,24.21,85,25.03,511,,,,,,,,,,,,,,,,,,,,
20071220,90.88,127.75,24.592,53.08,592.014,20.58,359.46,5.42,6.55,1.13,3.789687,,,22.3,1916,22.84,568,23.42,25,24.05,175,24.82,275,,,,,,,,,,,,,,,,,,,,
20071221,92.46,127.75,24.288,52,601.171,18.47,364.49,5.53,6.68,1.15,3.798726,,,21.93,1689,22.53,240,23.11,35,23.72,75,24.48,85,,,,,,,,,,,,,,,,,,,,
20071224,92.7,127.75,24.288,,602.59,18.6,364.8,5.57,6.72,1.15,3.823953,,,22,848,22.55,3,23.11,95,23.73,25,24.51,25,,,,,,,,,,,,,,,,,,,,
20071225,92.7,127.75,24.288,,602.59,18.6,364.8,5.57,6.72,1.15,,,,22,848,22.55,3,23.11,95,23.73,25,24.51,25,,,,,,,,,,,,,,,,,,,,
20071226,93.94,127.75,24.288,,611.156,18.66,364.8,5.64,6.79,1.15,,,,22,848,22.55,3,23.11,95,23.73,25,24.51,25,,,,,,,,,,,,,,,,,,,,
20071227,94.78,127.7,24.475,52.35,614.132,20.26,365.09,5.57,6.73,1.16,3.789393,,,21.87,1333,22.38,88,22.97,30,23.65,25,24.43,25,,,,,,,,,,,,,,,,,,,,
20071228,93.88,127.75,24.475,51.68,610.233,20.74,364.39,5.48,6.62,1.14,3.812369,,,22.21,888,22.72,51,23.28,30,23.91,20,24.75,25,,,,,,,,,,,,,,,,,,,,
20071231,93.85,127.5,24.475,,610.169,22.5,364.64,5.41,6.56,1.15,3.848159,,,22.41,592,22.94,51,23.51,30,24.14,20,24.97,25,,,,,,,,,,,,,,,,,,,,
20080101,93.85,127.5,24.475,,610.169,22.5,364.64,5.41,6.56,1.15,,,,22.41,592,22.94,51,23.51,30,24.14,20,24.97,25,,,,,,,,,,,,,,,,,,,,
20080102,97.84,127.75,23.925,64.47,629.981,23.17,360.08,5.31,6.45,1.14,3.79805,,,22.92,2775,23.46,322,24.05,50,24.74,50,25.43,30,,,,,,,,,,,,,,,,,,,,
20080103,97.6,127.55,24.005,64,630.74,22.49,358.95,5.33,6.48,1.15,3.810372,,,23.54,3312,24.06,289,24.65,12,25.31,10,26.12,35,,,,,,,,,,,,,,,,,,,,
20080104,96.79,129,24.217,64.4,624.942,23.94,352,5.34,6.47,1.13,3.825712,,,23.55,3823,24.07,207,24.63,35,25.32,80,26.12,20,,,,,,,,,,,,,,,,,,,,
20080107,94.39,131.75,25.034,62.25,611.671,23.79,351.27,5.29,6.46,1.17,3.841992,,,23.66,4150,24.18,100,24.77,165,25.43,620,26.25,80,,,,,,,,,,,,,,,,,,,,
20080108,95.54,130.75,26.23,60.37,620.906,25.43,353.43,5.31,6.49,1.18,3.855076,,,23.7,2715,24.23,66,24.84,130,25.43,192,26.29,75,,,,,,,,,,,,,,,,,,,,
20080109,94.37,131,25.9,59.59,616.887,24.12,348.77,5.32,6.49,1.17,3.86344,,,23.42,3607,23.95,250,24.55,114,25.18,45,26,30,,,,,,,,,,,,,,,,,,,,
20080110,92.22,130.5,26.136,60,607.434,23.45,345.38,5.49,6.64,1.15,3.868626,,,23.11,3810,23.66,863,24.24,286,24.88,158,25.67,358,,,,,,,,,,,,,,,,,,,,
20080111,91.07,130,25.967,62.35,605.848,23.68,343.69,5.38,6.59,1.21,3.874527,,,23.11,3680,23.63,585,24.21,128,24.7,103,25.67,149,,,,,,,,,,,,,,,,,,,,
20080114,92.92,130.5,25.788,61.72,615.283,22.9,344.78,5.36,6.57,1.21,3.866567,,,23.41,2285,23.93,92,24.5,165,25.12,67,25.99,89,,,,,,,,,,,,,,,,,,,,
20080115,90.98,130.5,25.275,61.87,604.946,23.34,335.94,5.28,6.5,1.22,3.854236,,,23.17,3986,23.69,384,24.28,187,24.91,36,25.74,153,,,,,,,,,,,,,,,,,,,,
20080116,89.75,130.75,24.477,60.92,596.73,24.38,332.75,5.29,6.51,1.22,3.838113,,,22.75,5648,23.24,1065,23.84,332,24.49,175,25.33,699,,,,,,,,,,,,,,,,,,,,
20080117,88.75,129,24.096,59.39,594.468,28.46,331.07,5.24,6.47,1.23,3.846321,,,22.23,6320,22.7,793,23.28,205,23.87,100,24.8,276,,,,,,,,,,,,,,,,,,,,
20080118,89.23,131,24.388,58.4,597.158,27.18,327.53,5.28,6.53,1.25,3.856721,,,22.28,4023,22.76,832,23.31,402,23.94,479,24.86,531,,,,,,,,,,,,,,,,,,,,
20080121,87.51,131,23.032,56.88,597.158,27.18,308.77,5.28,6.53,1.25,3.830808,,,20.84,7088,21.32,697,21.85,248,22.45,125,23.4,139,,,,,,,,,,,,,,,,,,,,
20080122,88.45,130.4,23.249,56.05,589.53,31.01,315.55,5.27,6.5,1.23,3.764331,,,20.31,9721,20.78,589,21.32,203,21.98,81,22.88,555,,,,,,,,,,,,,,,,,,,,
20080123,86.62,119.75,23.638,55.67,576.743,29.02,306.03,5.22,6.46,1.24,3.697279,,,20.03,8615,20.5,361,21.04,46,21.68,31,22.57,195,,,,,,,,,,,,,,,,,,,,
20080124,89.07,130.4,23.609,55.48,590.066,27.78,322.08,5.39,6.63,1.24,3.783672,,,19.76,5411,20.21,133,20.75,180,21.39,116,22.33,25,,,,,,,,,,,,,,,,,,,,
20080125,90.9,131.4,23.968,55.25,599.516,29.08,322.23,5.32,6.56,1.24,3.805916,,,21.04,7580,21.48,344,22.01,552,22.65,535,23.6,236,,,,,,,,,,,,,,,,,,,,
20080128,91.38,134.5,23.959,55.3,603.295,27.78,318.7,5.32,6.58,1.26,3.808737,,,20.65,3508,21.1,439,21.63,111,22.28,156,23.21,261,,,,,,,,,,,,,,,,,,,,
20080129,92,134.75,24.088,55.76,607.34,27.32,324.31,5.37,6.63,1.26,3.816066,,,20.7,4277,21.17,283,21.69,87,22.33,145,23.25,180,,,,,,,,,,,,,,,,,,,,
20080130,92.53,139,23.347,60.35,609.13,27.62,322.19,5.47,6.72,1.25,3.79563,,,20.08,3953,20.55,255,21.08,180,21.72,130,22.65,56,,,,,,,,,,,,,,,,,,,,
20080131,92.21,139.5,22.775,60.8,608.378,26.2,322.16,5.38,6.63,1.25,3.764297,,,19.1,5196,19.57,281,20.1,92,20.75,129,21.66,4,,,,,,,,,,,,,,,,,,,,
20080201,89.44,140,21.705,59.35,595.559,24.02,328.42,5.35,6.6,1.25,3.779187,,,19.22,5197,19.67,140,20.2,72,20.84,212,21.76,4,,,,,,,,,,,,,,,,,,,,
20080204,90.47,140,21.3,58.2,602.378,25.99,329.13,5.39,6.66,1.27,3.800389,,,19.19,3060,19.67,185,20.18,142,20.82,75,21.74,85,,,,,,,,,,,,,,,,,,,,
20080205,88.82,138.5,21.387,58.15,595.355,28.24,318.73,5.33,6.62,1.29,3.79263,,,18.84,3879,19.33,462,19.84,545,20.47,45,21.39,215,,,,,,,,,,,,,,,,,,,,
20080206,87.78,138,21.838,58.8,592.643,28.97,320.35,5.36,6.66,1.3,3.768788,,,19.97,9536,20.45,2843,20.97,236,21.65,125,22.61,62,,,,,,,,,,,,,,,,,,,,
20080207,88.51,138,21.878,59.11,599.84,27.66,314.14,5.49,6.8,1.31,3.741365,,,20.44,6105,20.9,374,21.42,296,22.1,182,23.03,60,,,,,,,,,,,,,,,,,,,,
20080208,91.94,139.25,22.493,60.5,619.939,28.01,315.5,5.43,6.73,1.3,3.704361,,,20.39,5142,20.88,146,21.41,149,22.1,30,23.03,35,,,,,,,,,,,,,,,,,,,,
20080211,93.53,139,22.009,58,628.524,27.6,312.59,5.42,6.71,1.29,3.756658,,,20.16,4558,20.63,273,21.18,150,21.87,100,22.8,120,,,,,,,,,,,,,,,,,,,,
20080212,92.86,140,21.869,58,623.052,26.33,323.03,5.5,6.77,1.27,3.758386,,,19.97,3752,20.43,86,21.01,5,21.72,85,22.66,105,,,,,,,,,,,,,,,,,,,,
20080213,93.32,142,21.91,57.58,625.025,24.88,323.3,5.52,6.81,1.29,3.783761,,,19.93,4287,20.41,277,20.98,131,21.68,545,22.61,105,,,,,,,,,,,,,,,,,,,,
20080214,95.09,142,22.415,57.71,638.974,25.54,323.66,5.67,6.95,1.28,3.782865,,,20.72,5669,21.21,360,21.81,44,22.46,30,23.4,40,,,,,,,,,,,,,,,,,,,,
20080215,94.63,145,22.45,57.81,638.004,25.02,317.36,5.61,6.9,1.29,3.780024,,,20.87,5396,21.35,361,21.95,67,22.61,35,23.59,85,,,,,,,,,,,,,,,,,,,,
20080218,94.91,143,22.172,58.97,638.004,25.02,323.53,5.61,6.9,1.29,3.794266,,,20.93,3696,21.41,197,22.01,105,22.69,220,23.65,15,,,,,,,,,,,,,,,,,,,,
20080219,98.56,143,22.086,58.9,660.613,25.59,324.16,5.67,6.96,1.29,3.804422,,,21.64,5970,22.13,494,22.74,253,23.42,176,24.37,475,,,,,,,,,,,,,,,,,,,,
20080220,98.42,143,21.915,58.05,660.585,24.4,320.33,5.66,6.96,1.3,3.821559,,,21.5,4606,22,343,22.6,143,23.25,170,24.21,80,,,,,,,,,,,,,,,,,,,,
20080221,96.24,142.5,22.18,58.94,656.578,25.12,322.43,5.56,6.87,1.31,3.836653,,,21.7,4517,22.18,269,22.81,305,23.51,95,24.45,60,,,,,,,,,,,,,,,,,,,,
20080222,97.01,142.5,22.373,59.25,660.43,24.06,319.88,5.6,6.91,1.31,3.829092,,,21.48,3831,21.96,572,22.61,506,23.28,10,24.22,65,,,,,,,,,,,,,,,,,,,,
20080225,97.69,142.5,22.583,58.9,665.364,23.03,325.3,5.68,6.99,1.31,3.822353,,,21.59,3216,22.09,369,22.74,395,23.34,60,24.31,70,,,,,,,,,,,,,,,,,,,,
20080226,99.47,142.5,22.595,59.12,676.3,21.9,330.01,5.68,6.98,1.3,3.839752,,,21.35,4293,21.85,245,22.5,863,23.15,70,24.11,25,,,,,,,,,,,,,,,,,,,,
20080227,98.27,142.5,22.802,59.5,672.869,22.69,329.39,5.65,6.96,1.31,3.839325,,,21.26,3583,21.78,375,22.41,210,23.1,15,24.05,100,,,,,,,,,,,,,,,,,,,,
20080228,100.9,142.5,22.67,59.47,685.69,23.53,323.34,5.55,6.88,1.33,3.839223,,,21.16,3728,21.66,732,22.31,195,23.02,710,23.93,50,,,,,,,,,,,,,,,,,,,,
20080229,100.1,142.5,22.943,,679.778,26.54,318.95,5.42,6.75,1.33,3.826787,,,21.31,3405,21.83,391,22.51,640,23.21,40,24.15,188,,,,,,,,,,,,,,,,,,,,
20080303,100.48,147,22.572,52.89,685.279,26.28,314.46,5.43,6.76,1.33,3.821258,,,20.88,3078,21.4,238,22.14,283,22.8,110,23.74,25,,,,,,,,,,,,,,,,,,,,
20080304,97.52,145,22.6,52,669.193,25.52,310.26,5.48,6.82,1.34,3.847451,,,20.67,5497,21.19,364,21.91,240,22.66,60,23.59,25,,,,,,,,,,,,,,,,,,,,
20080305,101.64,144.7,22.443,52.09,694.562,24.6,315.61,5.61,6.96,1.35,3.846484,,,21.24,4269,21.78,243,22.51,194,23.26,75,24.2,175,,,,,,,,,,,,,,,,,,,,
20080306,102.61,146,23.144,52.87,696.519,27.55,311.42,5.61,6.97,1.36,3.879446,,,21.35,4468,21.89,192,22.62,177,23.36,67,24.3,7,,,,,,,,,,,,,,,,,,,,
20080307,102.38,145.5,23.389,54.1,692.931,27.49,307.98,5.57,6.95,1.38,3.843191,,,21.38,2672,21.92,126,22.67,243,23.4,3,24.34,729,,,,,,,,,,,,,,,,,,,,
20080310,104.16,145,23.592,55.24,703.039,29.38,304.15,5.5,6.89,1.39,3.85309,,,21.66,3227,22.21,137,23.03,76,23.88,21,24.77,221,,,,,,,,,,,,,,,,,,,,
20080311,105.25,142,23.592,54.61,708.464,26.36,307.82,5.63,6.99,1.36,3.893452,,,21.86,3290,22.41,166,23.14,95,23.88,21,24.86,221,,,,,,,,,,,,,,,,,,,,
20080312,106.27,143.5,23.632,54.46,715.298,27.22,311.48,5.49,6.88,1.39,3.87317,,,21.95,2449,22.48,76,23.19,35,24.02,21,24.98,140,,,,,,,,,,,,,,,,,,,,
20080313,107.54,143.5,23.685,53.6,718.46,27.29,307.26,5.53,6.95,1.42,3.854467,,,22.55,2801,23.1,230,23.81,44,24.64,217,25.59,20,,,,,,,,,,,,,,,,,,,,
20080314,107.55,143.5,23.612,53.53,712.694,31.16,304.15,5.48,6.86,1.38,3.842632,,,22.21,3777,22.76,940,23.52,600,24.3,372,25.28,260,,,,,,,,,,,,,,,,,,,,
20080317,101.75,140.65,23.447,53.32,681.771,32.24,290.26,5.47,6.84,1.37,3.797732,,,21.43,3642,21.97,786,22.65,127,23.45,313,24.38,325,,,,,,,,,,,,,,,,,,,,
20080318,105.56,140.5,23.25,53.05,703.589,25.79,300.57,5.5,6.87,1.37,3.799847,,,21.66,5428,22.22,1141,22.92,127,23.73,313,24.67,935,,,,,,,,,,,,,,,,,,,,
20080319,100.72,140.5,23.279,52.95,671.119,29.84,297.48,5.42,6.82,1.4,3.81294,,,21.56,6806,22.12,723,22.83,310,23.63,395,24.6,383,,,,,,,,,,,,,,,,,,,,
20080320,100.38,140.5,22.875,52.5,661.584,26.62,296.83,5.35,6.76,1.41,3.821251,,,22.06,5080,22.54,106,23.26,83,24.05,50,25.02,400,,,,,,,,,,,,,,,,,,,,
20080321,100.38,140.5,22.875,,661.584,26.62,296.83,5.35,6.76,1.41,,,,22.06,5080,22.54,106,23.26,83,24.05,50,25.02,400,,,,,,,,,,,,,,,,,,,,
20080324,99.86,140.5,22.875,,662.632,25.73,296.83,5.49,6.9,1.41,,,,22.06,5080,22.54,106,23.26,83,24.05,50,25.02,400,,,,,,,,,,,,,,,,,,,,
20080325,100.6,138,22.83,52.58,669.258,25.72,306.63,5.49,6.9,1.41,3.871705,,,22.59,6578,23.12,436,23.83,58,24.64,30,25.6,418,,,,,,,,,,,,,,,,,,,,
20080326,103.99,139,22.965,52.95,688.133,26.08,304.63,5.51,6.92,1.41,3.868281,,,22.51,5059,23.1,1041,23.79,586,24.55,1587,25.56,480,,,,,,,,,,,,,,,,,,,,
20080327,105,139.3,23.252,53.7,695.398,25.88,308.46,5.56,6.97,1.41,3.844389,,,22.26,4908,22.84,279,23.53,415,24.31,235,25.28,250,,,,,,,,,,,,,,,,,,,,
20080328,103.77,139.4,23.357,53.34,686.353,25.71,306.69,5.52,6.94,1.42,3.843689,,,21.76,3567,22.34,116,23.02,80,23.77,11,24.75,70,,,,,,,,,,,,,,,,,,,,
20080331,100.3,129,23.796,60.1,668.913,25.61,305.96,5.48,6.9,1.42,3.848164,,,22.27,4147,22.85,219,23.53,187,24.29,436,25.28,280,,,,,,,,,,,,,,,,,,,,
20080401,100.17,125.5,24.588,60.33,662.527,22.68,316.07,5.57,7,1.43,3.857392,,,22.52,4095,23.1,260,23.81,479,24.54,25,25.53,225,,,,,,,,,,,,,,,,,,,,
20080402,103.75,125,25.184,61.25,681.022,23.43,319.66,5.57,7,1.43,3.877546,,,23.42,7193,24,303,24.71,386,25.43,95,26.41,157,,,,,,,,,,,,,,,,,,,,
20080403,102.52,125.25,25.4,62.25,676.964,23.21,317.97,5.57,6.99,1.42,3.865383,,,23.47,5719,24.09,411,24.79,810,25.51,100,26.5,255,,,,,,,,,,,,,,,,,,,,
20080404,104.9,130.25,25.153,62.01,688.486,22.45,319.15,5.45,6.9,1.45,3.856863,,,23.31,3386,23.96,337,24.61,250,25.35,105,26.34,230,,,,,,,,,,,,,,,,,,,,
20080407,107.14,131,25.184,63.5,701.4,22.42,322.01,5.5,6.94,1.44,3.855285,,,23.82,3517,24.48,490,25.15,97,25.86,81,26.85,26,,,,,,,,,,,,,,,,,,,,
20080408,106.34,130.25,24.736,64.96,697.676,22.36,318.74,5.52,6.95,1.43,3.865523,,,23.51,5058,24.18,365,24.87,303,25.58,140,26.55,577,28,10,29,,,,,,,,,,,,,,,,,
20080409,108.47,130,24.66,66.55,712.928,22.81,316.53,5.44,6.87,1.43,3.867101,,,23.69,4772,24.35,132,25.05,20,25.76,140,26.74,550,28,10,29,,,,,,,,,,,,,,,,,
20080410,108.2,132.6,25.215,67.58,710.986,21.98,315.24,5.47,6.9,1.43,3.874788,,,24.44,8155,25.08,860,25.78,246,26.5,295,27.48,520,28,10,29,,,,,,,,,,,,,,,,,
20080411,108.75,135.5,25.06,66.88,708.723,23.46,310.74,5.43,6.87,1.44,3.870264,,,24.38,3497,25.01,225,25.7,190,26.44,85,27.43,245,29,10,30,,,,,,,,,,,,,,,,,
20080414,109.84,136,25.789,67.25,714.817,23.82,308.26,5.47,6.92,1.45,3.887889,,,25,5206,25.63,1020,26.34,450,27.09,478,28.07,345,29.64,50,30.63,,,,,,,,,,,,,,,,,
20080415,111.31,137.25,26.289,67.4,725.699,22.78,309.58,5.54,6.99,1.45,3.900526,,,25.14,5597,25.78,519,26.47,253,27.23,296,28.22,262,29.79,50,30.78,,,,,,,,,,,,,,,,,
20080416,112.66,139,25.605,67.2,734.092,20.53,314.95,5.68,7.11,1.43,3.903559,,,24.8,5763,25.45,483,26.15,770,26.9,333,27.89,222,29.28,50,30.27,,,,,,,,,,,,,,,,,
20080417,112.43,138,25.397,67,732.574,20.37,313.17,5.65,7.09,1.44,3.882401,,,24.69,4652,25.35,124,26.07,666,26.81,356,27.8,413,29.19,50,30.18,,,,,,,,,,,,,,,,,
20080418,113.92,138,25.109,66.75,738.168,20.13,320.69,5.64,7.03,1.39,3.914504,,,24.51,3058,25.16,1115,25.87,1189,26.65,25,27.64,176,29.03,50,30.02,,,,,,,,,,,,,,,,,
20080421,114.43,138.75,26.136,67.16,737.331,20.5,316.96,5.6,6.97,1.37,3.909534,,,25.23,6390,25.87,666,26.7,196,27.39,86,28.38,1545,29.81,50,30.8,,,,,,,,,,,,,,,,,
20080422,115.95,138.75,26.309,67.25,745.96,20.87,315.5,5.54,6.95,1.41,3.989341,,,25.34,5308,25.99,125,26.76,216,27.46,53,28.45,100,29.89,50,30.88,,,,,,,,,,,,,,,,,
20080423,116.46,138.75,26.517,67,746.148,20.26,317.41,5.54,6.95,1.41,3.951907,,,25,4218,25.66,174,26.38,95,27.1,10,28.09,60,29.53,50,30.52,,,,,,,,,,,,,,,,,
20080424,114.34,138.75,27.283,67.69,735.027,20.06,317.65,5.6,7,1.4,3.949012,,,24.51,5045,25.13,564,25.87,147,26.61,148,27.55,25,28.95,50,29.95,,,,,,,,,,,,,,,,,
20080425,116.34,138.75,26.773,66.93,744.924,19.59,321.7,5.64,7.05,1.41,3.949808,,,24.74,6482,25.38,3121,26.13,579,26.87,251,27.86,2277,29.26,50,30.26,,,,,,,,,,,,,,,,,
20080428,116.74,141.75,26.189,67.66,748.128,19.64,323.62,5.62,6.97,1.35,3.942655,,,24.63,3875,25.27,571,26.01,86,26.79,60,27.78,50,29.18,50,30.18,,,,,,,,,,,,,,,,,
20080429,113.43,141.2,26.189,67.46,730.121,20.24,320.67,5.61,6.96,1.35,3.931169,,,24.19,4257,24.84,580,25.58,240,26.34,81,27.33,25,28.73,50,29.73,,,,,,,,,,,,,,,,,
20080430,111.36,142,26.189,54.47,721.067,20.79,323.09,5.51,6.87,1.36,3.939355,,,23.88,3872,24.54,369,25.31,227,26.04,275,27.03,170,28.43,50,29.43,,,,,,,,,,,,,,,,,
20080501,110.5,143,26.189,,711.344,18.88,323.59,5.5,6.82,1.32,,,,23.56,1959,24.22,365,24.95,85,25.67,60,26.66,10,28.11,50,29.06,,,,,,,,,,,,,,,,,
20080502,114.56,147,26.065,56.23,731.334,18.18,329.21,5.58,6.86,1.28,3.928376,,,24.5,2576,25.15,147,25.81,85,26.51,60,27.39,10,28.8,50,29.75,,,,,,,,,,,,,,,,,
20080505,117.99,147,26.065,58.25,747.587,18.9,328.28,5.57,6.89,1.32,3.943134,,,24.5,2576,25.15,147,25.81,85,26.51,60,27.39,10,28.8,50,29.75,,,,,,,,,,,,,,,,,
20080506,120.31,148.5,26.208,58.3,758.186,18.21,326.69,5.63,6.94,1.31,3.925811,,,25.31,4926,25.97,35,26.69,15,27.45,10,28.43,10,29.84,50,30.79,,,,,,,,,,,,,,,,,
20080507,122.32,149,25.8,58.64,765.89,19.73,329.35,5.61,6.92,1.31,3.925977,,,25.03,3022,25.67,193,26.4,130,27.18,100,28.13,105,29.54,50,30.49,,,,,,,,,,,,,,,,,
20080508,122.84,149,25.829,58.75,769.716,19.4,329.28,5.53,6.87,1.34,3.93503,,,24.91,1985,25.55,295,26.27,110,27.04,110,27.98,295,29.39,50,30.34,,,,,,,,,,,,,,,,,
20080509,125.4,149,25.968,57.35,782.696,19.41,324.85,5.49,6.84,1.35,3.940771,,,25.17,2183,25.82,365,26.52,30,27.29,248,28.28,147,29.69,50,30.64,,,,,,,,,,,,,,,,,
20080512,122.91,150,25.968,57.35,774.433,17.79,325.95,5.49,6.84,1.35,3.939317,,,25.39,1984,26.02,175,26.74,195,27.52,205,28.52,40,29.55,50,30.9,,,,,,,,,,,,,,,,,
20080513,124.1,150,25.99,56.92,782.738,17.98,325.57,5.59,6.94,1.35,3.952243,,,25.04,4913,25.67,534,26.37,113,27.14,207,28.14,157,29.17,50,30.52,,,,,,,,,,,,,,,,,
20080514,121.86,151.5,25.986,56.1,774.968,17.66,327.2,5.61,6.98,1.37,3.960111,,,24.46,5241,25.06,743,25.78,613,26.56,69,27.56,265,28.54,50,29.89,,,,,,,,,,,,,,,,,
20080515,121.25,151.5,26.067,56.48,773.972,16.3,328.41,5.55,6.91,1.36,3.98856,,,24.68,2593,25.3,332,26.01,70,26.76,100,27.75,75,28.7,50,30.05,,,,,,,,,,,,,,,,,
20080516,124.99,153,25.868,56.5,783.131,16.47,329.86,5.55,6.91,1.36,3.985474,,,24.89,4660,25.48,487,26.21,75,26.95,100,27.93,495,28.88,50,30.23,,,,,,,,,,,,,,,,,
20080519,125.06,155.25,25.711,57.63,782.801,17.01,332.87,5.54,6.9,1.36,3.986764,,,25.31,3752,25.91,387,26.61,90,27.33,235,28.33,100,29.28,50,30.63,,,,,,,,,,,,,,,,,
20080520,127.84,153.5,25.502,56.35,796.333,17.58,325.97,5.5,6.86,1.36,4.001293,,,25.36,4051,25.97,699,26.66,135,27.39,210,28.39,150,29.34,50,30.69,,,,,,,,,,,,,,,,,
20080521,132.7,153.5,25.536,56.5,816.751,18.59,323.16,5.52,6.89,1.37,4.038255,,,25.73,5158,26.35,253,27.03,235,27.78,120,28.77,426,29.34,50,31.07,,,,,,,,,,,,,,,,,
20080522,130.51,158,25.3,55.84,805.806,18.05,324.41,5.59,6.98,1.39,4.058809,,,26.06,5244,26.68,671,27.41,95,28.1,75,29.08,149,30.03,50,31.38,,,,,,,,,,,,,,,,,
20080523,131.57,158,25.366,55.65,812.194,19.55,319.02,5.52,6.91,1.39,4.08175,,,26.11,3733,26.72,408,27.41,225,28.14,55,29.14,260,30.09,50,31.44,,,,,,,,,,,,,,,,,
20080526,132.37,158,25.366,55.59,812.194,19.55,318.27,5.52,6.91,1.39,4.080509,,,26.38,519,26.9,1,27.4,225,27.95,55,28.9,50,29.85,50,31.2,,,,,,,,,,,,,,,,,
20080527,128.31,158,25.602,55.76,797.524,19.64,317.19,5.61,7.01,1.4,4.064947,,,26.34,4906,26.95,1050,27.59,290,28.31,190,29.3,85,30.3,50,31.65,,,,,,,,,,,,,,,,,
20080528,130.93,158,26.105,56.25,805.347,19.07,320.15,5.66,7.06,1.4,4.058205,,,26.23,5380,26.77,1086,27.42,1114,28.1,375,29.09,325,30.09,50,31.44,,,,,,,,,,,,,,,,,
20080529,126.89,158,26.068,56.36,781.739,18.14,320.91,5.73,7.12,1.39,4.081294,,,26.59,4972,27.15,488,27.79,134,28.53,21,29.44,280,30.44,50,31.79,,,,,,,,,,,,,,,,,
20080530,127.78,158,28.168,56.24,786.583,17.83,322.12,5.67,7.06,1.39,4.094408,,,26.1,6043,26.69,1150,27.33,320,28.05,21,29.01,635,30.04,50,31.39,,,,,,,,,,,,,,,,,
20080602,128.02,171.75,27.817,74.42,792.18,19.83,318.44,5.64,7.03,1.39,4.07846,,,26.34,7801,26.93,2336,27.56,88,28.29,143,29.26,582,30.29,50,31.64,,,,,,,,,,,,,,,,,
20080603,124.58,173.5,28.303,75.17,777.611,20.24,321.05,5.57,6.95,1.38,4.110627,,,27.13,10125,27.74,2750,28.39,49,29.08,158,30.09,406,31.09,50,32.44,,,,,,,,,,,,,,,,,
20080604,122.1,172,27.871,74.87,767.157,20.8,317.07,5.64,7.02,1.38,4.093136,,,26.6,5296,27.21,706,27.84,326,28.56,158,29.56,205,31.5,50,32.85,,,,,,,,,,,,,,,,,
20080605,127.54,171.5,28.129,72.77,792.914,18.63,316.61,5.69,7.07,1.38,4.279805,,,26.44,4975,27.05,539,27.69,135,28.46,35,29.49,548,31.62,50,32.98,,,,,,,,,,,,,,,,,
20080606,137.69,173,28.397,75.36,842.244,23.56,310.29,5.61,6.98,1.37,4.044127,,,27.54,8648,28.17,1093,28.86,490,29.59,495,30.65,1195,32.75,50,34.1,,,,,,,,,,,,,,,,,
20080609,133.91,174,28.875,74.74,825.303,23.12,308.71,5.58,6.96,1.38,4.036246,,,27.49,6230,28.13,1074,28.79,383,29.55,215,30.61,795,32.71,10,34.06,,,,,,,,,,,,,,,,,
20080610,131.02,176,28.929,74.22,815.4,23.18,306.61,5.66,7.05,1.39,4.058058,,,27.2,7112,27.84,1456,28.52,780,29.27,390,30.34,291,32.43,10,33.78,,,,,,,,,,,,,,,,,
20080611,135.02,177,28.917,73.68,842.678,24.12,301.37,5.66,7.07,1.41,4.081683,,,27.32,5423,27.95,1663,28.63,346,29.39,772,30.45,147,32.54,10,33.89,,,,,,,,,,,,,,,,,
20080612,136.09,179,28.914,73.56,845.819,23.33,304.1,5.73,7.13,1.4,4.081264,,,27.16,8057,27.81,1006,28.47,379,29.24,778,30.29,122,32.38,10,33.73,,,,,,,,,,,,,,,,,
