PRODUCT (Click to open in Browser),PRODUCT ID,PHYSICAL,LOGICAL,GMI FC,R&N A.C.N,GROUP,CLEARING ADMIN,CLEARING VENUE,MIC CODE,MARKET TYPE NAME,SYMBOL CODE
Biodiesel Outright - D4 RINS (OPIS) Previous Year Future,21782,RIL,RIL,LG,,Crude Oil and Refined Products,Am Ref bbl,ICEU,IFED,Oil Americas,RIL
Biodiesel Outright - Soybean Oil Penultimate Day 1st Line Balmo Future,23259,SOW,SOW,9*,,Biofuels,Ref Outright mt,ICEU,IFEU,Oil,SOW
Biodiesel Outright - Soybean Oil Penultimate Day 1st Line Future,5278,SOY,SOY,WY,,Biofuels,Ref Outright mt,ICEU,IFEU,Oil,SOY
Biodiesel Outright – Argus HVO FOB ARA Range (Class II) Future,27554,BDA,BDA,,,Biofuels,Ref Outright mt,ICEU,IFEU,Oil,BDA
Biofuel Diff - Argus US B99 SME NYH vs Heating Oil 1st Line Future,27572,B9N,B9N,,,Crude Oil and Refined Products,Am Ref Diff bbl,ICEU,IFED,Oil Americas,B9N
Biofuel Diff - Argus US B99 SME NYH vs NYH ULSHO 1st Line Future,27573,B99,B99,,,Crude Oil and Refined Products,Am Ref Diff bbl,ICEU,IFED,Oil Americas,B99
Biofuel Outright - Argus RVO Current Year Balmo Future,27577,BFF,BFF,,,Crude Oil and Refined Products,Am Ref gal,ICEU,IFED,Oil Americas,BFF
Biofuel Outright - Argus RVO Current Year Balmo Mini Future,27579,BFK,BFK,,,Crude Oil and Refined Products,Am Ref gal,ICEU,IFED,Oil Americas,BFK
Biofuel Outright - Argus US B99 SME NYH Future,27571,BFD,BFD,,,Crude Oil and Refined Products,Am Ref bbl,ICEU,IFED,Oil Americas,BFD
Biofuel Outright - D3 RINs (OPIS) Current Year Future,27580,BFH,BFH,,,Crude Oil and Refined Products,Am Ref gal,ICEU,IFED,Oil Americas,BFH
Biofuel Outright - D5 RINs (OPIS) Current Year Future,27581,BFI,BFI,,,Crude Oil and Refined Products,Am Ref gal,ICEU,IFED,Oil Americas,BFI
Biofuel Outright - Daily Argus RVO Current Year Future,27582,BFC,BFC,,,Crude Oil and Refined Products,Am Ref gal,ICEU,IFED,Oil Americas,BFC
Biofuel Outright - Daily Argus RVO Current Year Mini Future,27583,BFG,BFG,,,Crude Oil and Refined Products,Am Ref gal,ICEU,IFED,Oil Americas,BFG
Biofuel Outright - RVO (OPIS) Current Year Balmo Future,27584,BFE,BFE,,,Crude Oil and Refined Products,Am Ref gal,ICEU,IFED,Oil Americas,BFE
Biofuel Outright - RVO (OPIS) Current Year Balmo Mini Future,27586,BFJ,BFJ,,,Crude Oil and Refined Products,Am Ref gal,ICEU,IFED,Oil Americas,BFJ
Biofuel Outright - RVO (OPIS) Current Year Mini Future,27585,BFA,BFA,,,Crude Oil and Refined Products,Am Ref gal,ICEU,IFED,Oil Americas,BFA
Boskalis Westminster NV,21887,UBO,UBO,,,Endex Derivatives,IMEQ ENX AMS,ICNL,IMEQ,Endex Single Stock Options,UBO
Brent 12-Month Calendar Spread Options,4826,BRZ,BRZ,HD,TO32,Crude Oil and Refined Products,O-Crude Outrights,ICEU,IFEU,Oil,BRZ
Brent 1st Line Balmo Future,23239,BSQ,BSQ,9Z,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,Oil,BSQ
Brent 1st Line Mini Future,4988,IMM,IMM,RV,EH81,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,Oil,IMM
Brent 6-Month Calendar Spread Bullet Future,4670,BRX,BRX,RN,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,Oil,BRX
Brent 6-Month Calendar Spread Options,4839,BRX,BRX,RN,,Crude Oil and Refined Products,O-Crude Outrights,ICEU,IFEU,Oil,BRX
Brent Average Price Options,4810,I,BRN,BS,P997,Crude Oil and Refined Products,O-Crude Outrights,ICEU,IFEU,Oil,BSP
Brent Bullet Future,187,BNB,BRN,BN,SG25,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,Oil,BNB
Brent Crude American-style Options,598,B,BRN,BC,952,Crude Oil and Refined Products,O-IPE e-Brent,ICEU,IFEU,IPE Brent Futures,BRN
British American Tobacco  PLC,10184,TAB,TAB,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,TAB
British Land Company PLC,7169,BLC,BLC,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,BLN
Bunzl PLC,7207,BNZ,BNZ,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,BNZ
Burberry Group PLC,7247,BRW,BRW,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,BRB
Butane Argus CIF ARA Mini Balmo Future,21739,BUK,BUK,LJ,,Natural Gas Liquids,NGL Master,ICEU,IFED,Financial NGL,BUK
"Butane, Argus CIF ARA Balmo Future",21806,BUN,BUN,MB,,Natural Gas Liquids,NGL Master,ICEU,IFED,Financial NGL,BUN
"Butane, Argus CIF ARA Future",5249,ABR,ABR,S1,,Natural Gas Liquids,NGL Master,ICEU,IFED,Financial NGL,ABR
"Butane, Argus CIF ARA Mini Future",19485,ABM,ABM,G7,,Natural Gas Liquids,NGL Master,ICEU,IFED,Financial NGL,ABM
"Butane, Argus Far East Index (AFEI) Future",5248,ABF,ABF,SZ,,Natural Gas Liquids,NGL Master,ICEU,IFED,Financial NGL,ABF
"Butane, Argus Far East Index (AFEI) Mini Future",19100,BUQ,BUQ,AE,,Natural Gas Liquids,NGL Master,ICEU,IFED,Financial NGL,BUQ
"Butane, Argus Far East Index Balmo Future",21807,BUR,BUR,MC,,Natural Gas Liquids,NGL Master,ICEU,IFED,Financial NGL,BUR
"Butane, Argus Saudi CP Mini Future",19099,BUS,ABS,AF,,Natural Gas Liquids,NGL Master,ICEU,IFED,Financial NGL,BUS
"Butane, Argus Sonatrach CP Future",19484,ABO,ABO,G6,,Natural Gas Liquids,NGL Master,ICEU,IFED,Financial NGL,ABO
"CAISO NP-15 Day-Ahead HE 0700-0800, 1700-2200 Fixed Price Future",27032,CNL,CNL,,,Electricity,Pwr West Term,ICEU,IFED,Financial Power,CNL
"CAISO NP-15 Day-Ahead HE 0900-1600 Fixed Price Future, 7X",23764,CIK,CIK,O=,,Electricity,Pwr West Term,ICEU,IFED,Financial Power,CIK
CAISO NP-15 Day-Ahead Off-Peak Daily Fixed Price Future,746,UNP,UNP,UN,OU52,Electricity,Pwr WestOPDaily,ICEU,IFED,Financial Power,UNP
CAISO NP-15 Day-Ahead Off-Peak Daily Mini Fixed Price Future,27016,CNN,CNN,,,Electricity,PwrWOPDailyMini,ICEU,IFED,Financial Power,CNN
CAISO NP-15 Day-Ahead Off-Peak Fixed Price Future,504,ONP,ONP,OS,N104,Electricity,Pwr West OPTerm,ICEU,IFED,Financial Power,ONP
CAISO NP-15 Day-Ahead Peak Daily Fixed Price Future,750,DPN,DPN,DN,OU43,Electricity,Pwr West Daily,ICEU,IFED,Financial Power,DPN
CAISO NP-15 Day-Ahead Peak Daily HE 0900-1600 Fixed Price Future,20081,CAD,CAD,JF,,Electricity,Pwr West Daily,ICEU,IFED,Financial Power,CAD
CAISO NP-15 Day-Ahead Peak Daily Mini Fixed Price Future,27012,CNJ,CNJ,,,Electricity,Pwr W DailyMini,ICEU,IFED,Financial Power,CNJ
CAISO NP-15 Day-Ahead Peak Fixed Price Future,319,NPM,NPM,NP,N713,Electricity,Pwr West Term,ICEU,IFED,Financial Power,NPM
CAISO NP-15 Day-Ahead Peak HE 0900-1600 Fixed Price Future,21742,CNF,CNF,LB,,Electricity,Pwr West Term,ICEU,IFED,Financial Power,CNF
CAISO NP-15 Fifteen Minute Marker Off-Peak Daily Fixed Price Future,15969,CIQ,CIQ,:F,,Electricity,Pwr WestOPDaily,ICEU,IFED,Financial Power,CIQ
CAISO NP-15 Fifteen Minute Marker Peak Daily Fixed Price Future,15968,CIP,CIP,:E,,Electricity,Pwr West Daily,ICEU,IFED,Financial Power,CIP
CAISO NP-15 Real-Time Off-Peak Daily Fixed Price Future,1688,NRO,NRO,ZJ,SB30,Electricity,Pwr WestOPDaily,ICEU,IFED,Financial Power,NRO
CAISO NP-15 Real-Time Peak Daily Fixed Price Future,1686,NRP,NRP,ZI,SB29,Electricity,Pwr West Daily,ICEU,IFED,Financial Power,NRP
CAISO Palo Verde Day-Ahead Peak Daily Fixed Price Future,1901,CPC,CPC,AU,SN04,Electricity,Pwr W DailyMini,ICEU,IFED,Financial Power,CPC
"CAISO SP-15 Day-Ahead HE 0700-0800, 1700-2200 Fixed Price Future",27031,CNK,CNK,,,Electricity,Pwr West Term,ICEU,IFED,Financial Power,CNK
"CAISO SP-15 Day-Ahead HE 0900-1600 Fixed Price Future, 7X",23763,CIJ,CIJ,O@,,Electricity,Pwr West Term,ICEU,IFED,Financial Power,CIJ
CAISO SP-15 Day-Ahead Off-Peak Daily Fixed Price Future,748,SQP,SQP,SQ,OU46,Electricity,Pwr WestOPDaily,ICEU,IFED,Financial Power,SQP
CAISO SP-15 Day-Ahead Off-Peak Daily Mini Fixed Price Future,27015,CNO,CNO,,,Electricity,PwrWOPDailyMini,ICEU,IFED,Financial Power,CNO
CAISO SP-15 Day-Ahead Off-Peak Fixed Price Future,505,OFP,OFP,OT,NI05,Electricity,Pwr West OPTerm,ICEU,IFED,Financial Power,OFP
CAISO SP-15 Day-Ahead Peak Daily Fixed Price Future,752,SDP,SDP,SD,OU47,Electricity,Pwr West Daily,ICEU,IFED,Financial Power,SDP
CAISO SP-15 Day-Ahead Peak Daily HE 0900-1600 Fixed Price Future,20082,CAE,CAE,JG,,Electricity,Pwr West Daily,ICEU,IFED,Financial Power,CAE
CAISO SP-15 Day-Ahead Peak Daily Mini Fixed Price Future,27011,CNI,CNI,,,Electricity,Pwr W DailyMini,ICEU,IFED,Financial Power,CNI
CAISO SP-15 Day-Ahead Peak Fixed Price Future,288,SPM,SPM,SP,O939,Electricity,Pwr West Term,ICEU,IFED,Financial Power,SPM
CAISO SP-15 Day-Ahead Peak HE 0900-1600 Fixed Price Future,21743,CNG,CNG,LC,,Electricity,Pwr West Term,ICEU,IFED,Financial Power,CNG
CAISO SP-15 Fifteen Minute Marker Off-Peak Daily Fixed Price Future,15971,CSZ,CSZ,:H,,Electricity,Pwr WestOPDaily,ICEU,IFED,Financial Power,CSZ
CAISO SP-15 Fifteen Minute Marker Peak Daily Fixed Price Future,15970,CSY,CSY,:G,,Electricity,Pwr West Daily,ICEU,IFED,Financial Power,CSY
CAISO SP-15 Real-Time Off-Peak Daily Fixed Price Future,1687,SRO,SRO,ZL,SB28,Electricity,Pwr WestOPDaily,ICEU,IFED,Financial Power,SRO
CAISO SP-15 Real-Time Peak Daily Fixed Price Future,1685,SRP,SRP,ZK,SB27,Electricity,Pwr West Daily,ICEU,IFED,Financial Power,SRP
CG Mainline Basis Future,2071,CGB,CGB,HK,SR08,Natural Gas,Southeast Basis,ICEU,IFED,Financial Gas,CGB
CG Mainline Fixed Price Future,22262,CGA,CGA,LU,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,CGA
CG Mainline Physical Basis LD1,1602,XLE,XLE,,,Natural Gas,CGMn MO Phy Gas,NGXC,IEPA,Physical Gas,XLE
CG Mainline Physical Fixed Price Monthly,1595,XLB,XLB,,,Natural Gas,CGMn MO Phy Gas,NGXC,IEPA,Physical Gas,XLB
CG Mainline Physical Fixed Price Spot,1597,XLA,XLA,,,Natural Gas,CGMn SP Phy Gas,NGXC,IEPA,Physical Gas,XLA
CG Mainline Physical Gas Daily Monthly,1598,XLD,XLD,,,Natural Gas,CGMn MO Phy Gas,NGXC,IEPA,Physical Gas,XLD
CG Mainline Physical Gas Daily Spot,1600,XLC,XLC,,,Natural Gas,CGMn SP Phy Gas,NGXC,IEPA,Physical Gas,XLC
CG Mainline Physical Inside FERC,1601,XLF,XLF,,,Natural Gas,CGMn MO Phy Gas,NGXC,IEPA,Physical Gas,XLF
CG Onshore Basis Future,450,CON,CON,Y2,NG71,Natural Gas,Southeast Basis,ICEU,IFED,Financial Gas,CON
CG Onshore Index Future,23369,CVG,CVG,L@,,Natural Gas,Southeast Index,ICEU,IFED,Financial Gas,CVG
CG Onshore Physical Basis LD1,1591,XLK,XLK,,,Natural Gas,CGOn MO Phy Gas,NGXC,IEPA,Physical Gas,XLK
CG Onshore Physical Fixed Price Monthly,1584,XLH,XLH,,,Natural Gas,CGOn MO Phy Gas,NGXC,IEPA,Physical Gas,XLH
CG Onshore Physical Fixed Price Spot,1586,XLG,XLG,,,Natural Gas,CGOn SP Phy Gas,NGXC,IEPA,Physical Gas,XLG
CG Onshore Physical Gas Daily Monthly,1587,XLJ,XLJ,,,Natural Gas,CGOn MO Phy Gas,NGXC,IEPA,Physical Gas,XLJ
CG Onshore Physical Gas Daily Spot,1589,XLI,XLI,,,Natural Gas,CGOn SP Phy Gas,NGXC,IEPA,Physical Gas,XLI
CG Onshore Physical Inside FERC,1590,XLL,XLL,,,Natural Gas,CGOn MO Phy Gas,NGXC,IEPA,Physical Gas,XLL
CG Onshore Swing Future,23370,CVH,CVH,L=,,Natural Gas,Southeast Swing,ICEU,IFED,Financial Gas,CVH
CG-Mainline Index Future,3961,CGI,CGI,M\,,Natural Gas,Southeast Index,ICEU,IFED,Financial Gas,CGI
CG-Mainline Swing Future,3962,CGR,CGR,N\,,Natural Gas,Southeast Swing,ICEU,IFED,Financial Gas,CGR
CIG Rockies Basis Future,442,CRI,CRI,OA,NE93,Natural Gas,RockiesNW Basis,ICEU,IFED,Financial Gas,CRI
CIG Rockies Fixed Price Future,22260,CRA,CRA,LO,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,CRA
CIG Rockies Index Future,3050,CRC,CRC,L>,,Natural Gas,RockiesNW Index,ICEU,IFED,Financial Gas,CRC
CIG Rockies Swing Future,3058,CRS,CRS,L?,,Natural Gas,RockiesNW Swing,ICEU,IFED,Financial Gas,CRS
CPC Blend CIF (Platts) Balmo Future,25061,JFJ,JFJ,,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,Oil,JFJ
CPC Blend CIF (Platts) Future,25060,JFI,JFI,,,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,Oil,JFI
CRH PLC (UK),7447,CRM,CRM,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,CR0
Cairn Energy PLC,7410,CNG,CNG,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,CNE
Caiso Malin Day-Ahead Peak Daily Fixed Price Future,19253,CCL,CCL,BN,,Electricity,Pwr West Daily,ICEU,IFED,Financial Power,CCL
Calendar Spread Option on Henry Penultimate 1-Month Calendar Spread Future,5015,HHM,HHM,U>,,Natural Gas,O-Henry CSO,ICEU,IFED,Financial Gas,HHM
Calendar Spread Option on Henry Penultimate 3-Month Calendar Spread Future,5016,HMT,HMT,U?,,Natural Gas,O-Henry CSO,ICEU,IFED,Financial Gas,HMT
Calendar Spread Option on Henry Penultimate 6-Month Calendar Spread Future,5017,HMX,HMX,@=,,Natural Gas,O-Henry CSO,ICEU,IFED,Financial Gas,HMX
California Carbon Allowance Advance Auction Clearing Price,22323,ACA,ACA,L:,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,ACA
California Carbon Allowance Current Auction Clearing Price,22324,ACP,ACP,L?,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,ACP
California Carbon Allowance Specific Vintage 2019 Future,19117,CA9,CA9,#Z,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CA9
California Carbon Allowance Specific Vintage 2020 Future,19871,CC0,CC0,J#,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CC0
California Carbon Allowance Specific Vintage 2021 Future,20388,CC1,CC1,K(,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CC1
California Carbon Allowance Specific Vintage 2022 Future,22318,CC2,CC2,L-,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CC2
California Carbon Allowance Specific Vintage 2023 Future,23626,CC3,CC3,O5,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CC3
California Carbon Allowance Specific Vintage 2024 Future,25760,CC4,CC4,,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CC4
California Carbon Allowance Specific Vintage 2025 Future,26741,CCT,CCT,,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CCT
California Carbon Allowance Vintage 2016 Future,4578,CAO,CAO,Z9,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CAO
California Carbon Allowance Vintage 2017 Future,5743,CAP,CAP,5>,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CAP
California Carbon Allowance Vintage 2018 Future,5744,CAW,CAW,5?,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CAW
California Carbon Allowance Vintage 2022 Future,22320,CB0,CB0,L),,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CB0
California Carbon Allowance Vintage 2023 Future,23625,CB1,CB1,O3,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CB1
California Carbon Allowance Vintage 2024 Future,25761,CB4,CB4,,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CB4
California Carbon Allowance Vintage 2025 Future,26478,CB5,CB5,,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CB5
California Carbon Offset Futures,23422,CCO,CCO,NH,,Physical Environmental,CCA,ICEU,IFED,Physical Environmental,CCO
California Low Carbon Fuel Standard Credit (OPIS) Future,20500,LFS,LFS,L1,,Physical Environmental,LCFS,ICEU,IFED,Physical Environmental,LFS
Canola 1-month Calendar Spread Option,5302,RS1,RS1,R1,,Canola,O-Canola US,ICUS,IFUS,Canadian Oilseeds,RS1
Canola Options,1176,RS,RS ,RS,,Canola,O-Canola US,ICUS,IFUS,Canadian Oilseeds,RS
Capesize Timecharter (Baltic) Freight Future,2944,TCC,TCC,@7,,Dry Freight,Dry Freight Day,ICEU,IFEU,Dry Freight,TCC
Capita PLC,7436,CPI,CPI,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,CPI
Carnival PLC,9483,POC,POC,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,POC
Centrica PLC,7481,CTR,CTR,VR,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,CTR
Cheyenne Hub Swing Future,23584,CVQ,CVQ,N6,,Natural Gas,RockiesNW Swing,ICEU,IFED,Financial Gas,CVQ
Cheyenne Physical Basis LD1,4161,XNX,XNX,,,Natural Gas,Chy MOPhysGas,NGXC,IEPA,Physical Gas,XNX
Cheyenne Physical Fixed Price Monthly,4153,XNT,XNT,,,Natural Gas,Chy MOPhysGas,NGXC,IEPA,Physical Gas,XNT
Cheyenne Physical Fixed Price Spot,4157,XNS,XNS,,,Natural Gas,Chy SPPhysGas,NGXC,IEPA,Physical Gas,XNS
Cheyenne Physical Gas Daily Monthly,4158,XNV,XNV,,,Natural Gas,Chy MOPhysGas,NGXC,IEPA,Physical Gas,XNV
Cheyenne Physical Gas Daily Spot,4160,XNU,XNU,,,Natural Gas,Chy SPPhysGas,NGXC,IEPA,Physical Gas,XNU
Cheyenne Physical Inside FERC,4162,XNW,XNW,,,Natural Gas,Chy MOPhysGas,NGXC,IEPA,Physical Gas,XNW
Chicago Basis Future,452,DGD,DGD,NC,NA88,Natural Gas,Upper MW Basis,ICEU,IFED,Financial Gas,DGD
Chicago Ethanol Future,3975,ETC,ETC,Y(,,Biofuels,Am Ref bbl,ICEU,IFED,Oil Americas,ETC
Chicago Fixed Price Future,20472,CFB,CFB,LQ,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,CFB
Chicago Index Future,462,CIS,CIS,Y7,QM88,Natural Gas,Upper MW Index,ICEU,IFED,Financial Gas,CIS
Chicago Swing Future,466,CSS,CSS,YU,QM78,Natural Gas,Upper MW Swing,ICEU,IFED,Financial Gas,CSS
Clean FFA - Arab Gulf to Japan (Platts) Future,27592,TCY,TCY,,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TCY
Coca-Cola HBC AG,7402,CL,CL,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,CL
Cocoa 1-Month Calendar Spread Option,4135,CC1,CC1,C1,,Cocoa,O-Cocoa,ICUS,IFUS,Cocoa,CC1
Cocoa 2-Month Calendar Spread Option,4136,CC2,CC2,C2,,Cocoa,O-Cocoa,ICUS,IFUS,Cocoa,CC2
Cocoa Options,1234,CC,CC ,CY,2050,Cocoa,O-Cocoa,ICUS,IFUS,Cocoa,CC
"=HYPERLINK(""https://www.theice.com/products/67445363"",""Coffee C"" 1-Month Calendar Spread Option"""")""",4139,KC1,KC1,K1,,Coffee,O-Coffee C,ICUS,IFUS,Coffee C,KC1
"=HYPERLINK(""https://www.theice.com/products/73694982"",""Coffee C"" 2-Month Calendar Spread Option"""")""",4140,KC2,KC2,K2,,Coffee,O-Coffee C,ICUS,IFUS,Coffee C,KC2
Coffee C &reg; Options,1235,KC,KC ,43,2065,Coffee,O-Coffee C,ICUS,IFUS,Coffee C,KC
Compass Group PLC,7433,CPG,CPG,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,CPG
Condensate Diff - ICE C5 1A Index Future,5025,TMF,TMF,R6,EH88,Crude Oil and Refined Products,Am Crude Diffs,ICEU,IFED,Oil Americas,TMF
Condensate Diff - ICE C5 1a Index Average Price Options,20380,TMF,TMF,R6,EH88,Crude Oil and Refined Products,O-Am Crude Diffs,ICEU,IFED,Oil Americas,TMF
Connecticut Compliance Renewable Energy Certificate Class I Future,20109,CTT,CTT,JO,,Physical Environmental,REC-CT C1,ICEU,IFED,Physical Environmental,CTT
Consumers Physical Basis LD1,4022,XNQ,XNQ,,,Natural Gas,Con MOPhysGas,NGXC,IEPA,Physical Gas,XNQ
Consumers Physical Fixed Price Monthly,4015,XNM,XNM,,,Natural Gas,Con MOPhysGas,NGXC,IEPA,Physical Gas,XNM
Consumers Physical Fixed Price Spot,4017,XNL,XNL,,,Natural Gas,Con SPPhysGas,NGXC,IEPA,Physical Gas,XNL
Consumers Physical Gas Daily Monthly,4018,XNO,XNO,,,Natural Gas,Con MOPhysGas,NGXC,IEPA,Physical Gas,XNO
Consumers Physical Gas Daily Spot,4020,XNN,XNN,,,Natural Gas,Con SPPhysGas,NGXC,IEPA,Physical Gas,XNN
Consumers Physical Inside FERC,4021,XNP,XNP,,,Natural Gas,Con MOPhysGas,NGXC,IEPA,Physical Gas,XNP
Consumers Swing Future,23585,CVR,CVR,N7,,Natural Gas,Midcont Swing,ICEU,IFED,Financial Gas,CVR
Containerised White Sugar Futures,19145,CS,CS,CS,,Sugar,Con White Sugar,ICEU,IFLX,Liffe Commodities,CS
Cotton No. 2 1-Month Calendar Spread Option,4143,CT1,CT1,8A,,Cotton,O-Cotton No 2,ICUS,IFUS,Cotton No 2,CT1
Cotton No. 2 2-Month Calendar Spread Option,4144,CT2,CT2,8B,,Cotton,O-Cotton No 2,ICUS,IFUS,Cotton No 2,CT2
Cotton No. 2 Options,1236,CT,CT ,28,2205,Cotton,O-Cotton No 2,ICUS,IFUS,Cotton No 2,CT
Cove Point Physical Basis LD1,20520,YD9,YD9,,,Natural Gas,Cove MOPhysGas,NGXC,IEPA,Physical Gas,YD9
Cove Point Physical Fixed Price Daily,20517,YD7,YD7,,,Natural Gas,Cove SPPhysGas,NGXC,IEPA,Physical Gas,YD7
Cove Point Physical Fixed Price Monthly,20519,YD8,YD8,,,Natural Gas,Cove MOPhysGas,NGXC,IEPA,Physical Gas,YD8
Cove Point Physical Gas Daily Monthly,21972,YD6,YD6,,,Natural Gas,Cove MOPhysGas,NGXC,IEPA,Physical Gas,YD6
Cove Point Physical Gas Daily Spot,21970,YD5,YD5,,,Natural Gas,Cove SPPhysGas,NGXC,IEPA,Physical Gas,YD5
Cross Currency Pairs Australian Dollar/Canadian Dollar Futures,772,AS,AS ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,AS
Cross Currency Pairs Australian Dollar/Japanese Yen Futures,774,YA,YA ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,YA
Cross Currency Pairs Australian Dollar/New Zealand Dollar Futures,776,AR,AR ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,AR
Cross Currency Pairs British Pound Sterling/Australian Dollar Futures,813,QA,QA ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,QA
Cross Currency Pairs British Pound Sterling/Canadian Dollar Futures,815,PC,PC ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,PC
Cross Currency Pairs British Pound Sterling/Japanese Yen Futures,819,SY,SY ,SY,2242,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,SY
Cross Currency Pairs British Pound Sterling/New Zealand Dollar Futures,823,GN,GN ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,GN
Cross Currency Pairs British Pound Sterling/Norwegian Krone Futures,821,PK,PK ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,PK
Cross Currency Pairs British Pound Sterling/South African Rand Futures,825,PZ,PZ ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,PZ
Cross Currency Pairs British Pound Sterling/Swedish Krona Futures,827,PS,PS ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,PS
Cross Currency Pairs British Pound Sterling/Swiss Franc Futures,817,SS,SS ,SS,2243,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,SS
Cross Currency Pairs Canadian Dollar/Japanese Yen Futures,782,HY,HY ,HY,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,HY
Cross Currency Pairs New Zealand Dollar/Japanese Yen Futures,835,ZJ,ZJ ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,ZJ
Cross Currency Pairs Norwegian Krone/Japanese Yen Futures,831,KY,KY ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,KY
Cross Currency Pairs Norwegian Krone/Swedish Krona Futures,833,NJ,NJ ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,NJ
Cross Currency Pairs Polish Zloty/Euro,15751,PLE,PLE,AI,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,PLE
Cross Currency Pairs Swedish Krona/Japanese Yen Futures,839,KJ,KJ ,,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,KJ
Cross Currency Pairs Swiss Franc/Japanese Yen Futures,3143,KZY,ZY,K#,,Cross Rates,FOREX,ICUS,IFUS,Foreign Exchange,KZY
Cross Currency Pairs Turkish Lira/Euro,15755,ETR,ETR,AK,,Emerging Markets,FOREX,ICUS,IFUS,Foreign Exchange,ETR
Crude Diff - Argus ANS vs Brent 1st Line Future,19474,ABL,ABL,CB,,Crude Oil and Refined Products,Am Crude Diffs,ICEU,IFED,Oil Americas,ABL
Crude Diff - Argus Bakken (Clearbrook) Crude Oil Future,5275,BAK,BAK,X#,,Crude Oil and Refined Products,Am Crude Diffs,ICEU,IFED,Oil Americas,BAK
Crude Diff - Argus East Siberian Pacific Ocean (ESPO) Diff Future,3090,ARF,ARF,M?,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,Oil,ARF
Crude Diff - Argus LLS vs Brent 1st Line Future,3082,ARI,ARI,M=,,Crude Oil and Refined Products,Am Crude Diffs,ICEU,IFED,Oil Americas,ARI
